TransactionID,CustomerType,ProductCategory,Product,Quantity,PricePerUnit,TotalAmount,PaymentMethod,StoreLocation,Date,WeatherCondition,TrafficStatus,StoreMusicPlaying,EmployeeOnDuty,NearbyEvents
TX09060,Guest,Sports & Fitness,Dumbbells,1.0,813.94,813.94,Cash,Pokhara,2025-01-12 11:00:00,Rainy,Light,No Music,David,Political Rally
TX09061,Guest,Dairy Products,Milk,5.0,719.12,3595.6,Cash,,2025-01-12 12:00:00,Cloudy,Light,Jazz,David,
TX09062,Regular,,Power Bank,2.0,1521.34,3042.68,Debit Card,Biratnagar,2025-01-12 13:00:00,,,Pop,David,Political Rally
TX09063,Guest,Electronics,Power Bank,4.0,1902.73,7610.92,Credit Card,Chitwan,2025-01-12 14:00:00,Cloudy,Light,Jazz,Emily,Sports Event
TX09064,Regular,Electronics,Laptop,3.0,305.73,917.19,Credit Card,Pokhara,2025-01-12 15:00:00,Windy,,Jazz,Sarah,Political Rally
TX09065,Member,Electronics,Tablet,3.0,569.14,1707.42,Credit Card,Biratnagar,2025-01-12 16:00:00,Rainy,Moderate,Pop,Emily,Political Rally
TX09066,Guest,Dairy Products,Cream,5.0,746.12,,Cash,Chitwan,2025-01-12 17:00:00,Sunny,Heavy,Jazz,Emily,Festival
TX09067,Guest,Sports & Fitness,,2.0,1182.82,2365.64,Credit Card,Bhairahawa,2025-01-12 18:00:00,Windy,Moderate,Rock,David,Political Rally
TX09068,Member,Meat & Seafood,Bacon,1.0,595.2,595.2,Mobile Payment,Biratnagar,2025-01-12 19:00:00,Windy,Light,Pop,Emily,Sports Event
TX09069,Guest,Clothing,Trousers,5.0,1883.46,9417.3,Debit Card,Bhairahawa,2025-01-12 20:00:00,Snowy,Moderate,Classical,David,Concert
TX09070,,Fresh Produce,Garlic,4.0,1716.3,6865.2,Credit Card,Pokhara,2025-01-12 21:00:00,Windy,,Jazz,Emily,
TX09071,Guest,Stationery,Pencil,1.0,1358.73,1358.73,Mobile Payment,Biratnagar,2025-01-12 22:00:00,Rainy,Heavy,Pop,Michael,Sports Event
TX09072,Member,Toys & Games,Action Figure,126.0,,,Mobile Payment,,2025-01-12 23:00:00,Sunny,Light,Pop,Emily,Sports Event
TX09073,Member,Household Items,Bucket,5.0,1859.47,9297.35,Mobile Payment,Bhairahawa,2025-01-13 00:00:00,Cloudy,Moderate,Rock,Michael,Festival
TX09074,Guest,Fresh Produce,Potato,1.0,379.11,379.11,Debit Card,Chitwan,2025-01-13 01:00:00,Windy,Moderate,No Music,David,Political Rally
TX09075,Member,Personal Care,Deodorant,5.0,1274.05,6370.25,Credit Card,Biratnagar,2025-01-13 02:00:00,Rainy,Heavy,Jazz,Emily,Festival
TX09076,Guest,Clothing,Trousers,5.0,,6129.650000000001,Credit Card,Kathmandu,2025-01-13 03:00:00,Windy,Light,No Music,John,Festival
TX09077,Member,Grocery,Pasta,1.0,879.68,879.68,Credit Card,Chitwan,2025-01-13 04:00:00,Sunny,Moderate,Pop,David,Sports Event
TX09078,Guest,Fresh Produce,Spinach,5.0,1168.9,5844.5,Mobile Payment,Kathmandu,2025-01-13 05:00:00,Cloudy,Light,Classical,John,Concert
TX09079,Regular,Dairy Products,Condensed Milk,2.0,1715.51,3431.02,,Chitwan,2025-01-13 06:00:00,Cloudy,Light,,Emily,Sports Event
TX09080,Member,Fresh Produce,Banana,,969.55,1939.1,Cash,Bhairahawa,2025-01-13 07:00:00,Sunny,Light,Rock,David,None
TX09081,Regular,Electronics,Charger,2.0,1644.61,3289.22,Cash,Kathmandu,2025-01-13 08:00:00,Windy,Moderate,,Michael,Political Rally
TX09082,Regular,Fresh Produce,Potato,3.0,200.16,600.48,Cash,Kathmandu,,Windy,Light,Classical,Emily,Sports Event
TX09083,Member,Toys & Games,Rubik's Cube,,610.62,2442.48,Cash,Kathmandu,2025-01-13 10:00:00,Cloudy,Light,Pop,Emily,None
TX09084,Regular,Bakery,Cupcake,5.0,120.16,600.8,Credit Card,Kathmandu,2025-01-13 11:00:00,Rainy,Light,Jazz,David,None
TX09085,Regular,Electronics,Charger,4.0,124.76,499.04,Credit Card,Biratnagar,2025-01-13 12:00:00,Cloudy,Heavy,Pop,Emily,Political Rally
TX09086,Member,Toys & Games,Lego Set,4.0,151.39,605.56,Credit Card,Chitwan,2025-01-13 13:00:00,Snowy,Heavy,Pop,Sarah,None
TX09087,Regular,Personal Care,Deodorant,,395.13,1580.52,Debit Card,Kathmandu,2025-01-13 14:00:00,Sunny,Heavy,No Music,Sarah,None
TX09088,Guest,Electronics,Laptop,3.0,1135.52,3406.56,Mobile Payment,Pokhara,2025-01-13 15:00:00,Sunny,Light,Rock,Michael,Concert
TX09089,Regular,Personal Care,Hair Gel,4.0,797.19,3188.76,Credit Card,Kathmandu,2025-01-13 16:00:00,Rainy,Light,Jazz,Sarah,
TX09090,Member,Toys & Games,Rubik's Cube,2.0,984.48,1968.96,Debit Card,Pokhara,2025-01-13 17:00:00,Snowy,Moderate,Rock,John,Festival
TX09091,Guest,Personal Care,Cotton Swabs,4.0,802.18,3208.72,Mobile Payment,Kathmandu,2025-01-13 18:00:00,Sunny,Moderate,Rock,Michael,None
TX09092,Guest,Bakery,Cake,5.0,403.42,2017.1000000000001,Debit Card,Bhairahawa,2025-01-13 19:00:00,Cloudy,Moderate,Jazz,David,Concert
TX09093,Member,Personal Care,Deodorant,4.0,748.91,2995.64,Credit Card,Chitwan,2025-01-13 20:00:00,Rainy,Light,Pop,Michael,Sports Event
TX09094,,Snacks,Granola Bars,3.0,805.87,2417.61,Mobile Payment,Biratnagar,2025-01-13 21:00:00,Cloudy,Moderate,Pop,John,Political Rally
TX09095,Member,Dairy Products,,4.0,501.32,2005.28,Credit Card,Biratnagar,2025-01-13 22:00:00,Rainy,Moderate,Rock,Michael,Political Rally
TX09096,,Grocery,Oil,3.0,1379.96,4139.88,Debit Card,Bhairahawa,2025-01-13 23:00:00,Snowy,Light,Rock,John,Festival
TX09097,Guest,Electronics,Laptop,5.0,1544.96,7724.8,Cash,Pokhara,2025-01-14 00:00:00,Snowy,Moderate,No Music,Michael,Sports Event
TX09098,,,,2.0,998.31,1996.62,Debit Card,Bhairahawa,2025-01-14 01:00:00,,Heavy,Pop,Michael,Concert
TX09099,Guest,,Notebook,4.0,123.82,495.28,Cash,Bhairahawa,2025-01-14 02:00:00,,Heavy,Pop,Sarah,Festival
TX09100,Member,Grocery,Lentils,1.0,1074.11,1074.11,Cash,Chitwan,2025-01-14 03:00:00,Cloudy,Moderate,Pop,Michael,Concert
TX09101,Guest,Toys & Games,Stuffed Animal,1.0,874.53,874.53,Mobile Payment,Bhairahawa,2025-01-14 04:00:00,Windy,Light,Rock,Michael,Political Rally
TX09102,Guest,Frozen Foods,Fish Sticks,1.0,433.98,433.98,Debit Card,Bhairahawa,2025-01-14 05:00:00,Sunny,Moderate,Rock,Sarah,Sports Event
TX09103,Member,Bakery,Baguette,2.0,781.08,1562.16,Credit Card,Biratnagar,2025-01-14 06:00:00,Windy,Light,Classical,,Sports Event
TX09104,Guest,Meat & Seafood,,5.0,1874.77,9373.85,Debit Card,Kathmandu,,Snowy,Moderate,No Music,David,Political Rally
TX09105,Regular,Toys & Games,Rubik's Cube,4.0,353.39,1413.56,Credit Card,Biratnagar,2025-01-14 08:00:00,Rainy,Heavy,No Music,Sarah,None
TX09106,Guest,Meat & Seafood,Bacon,1.0,155.11,155.11,Mobile Payment,Biratnagar,2025-01-14 09:00:00,Rainy,Heavy,Jazz,John,Sports Event
TX09107,Guest,Frozen Foods,Frozen Vegetables,2.0,175.73,351.46,Cash,Chitwan,2025-01-14 10:00:00,Sunny,Moderate,Rock,Michael,Festival
TX09108,Member,Electronics,Camera,1.0,1133.78,1133.78,Mobile Payment,Chitwan,2025-01-14 11:00:00,Sunny,Light,Pop,Michael,Festival
TX09109,Regular,Fresh Produce,Spinach,1.0,1589.68,1589.68,Cash,Bhairahawa,2025-01-14 12:00:00,Rainy,Light,Jazz,,None
TX09110,Regular,Meat & Seafood,Bacon,4.0,1052.89,4211.56,Mobile Payment,Pokhara,2025-01-14 13:00:00,Rainy,Moderate,Pop,Sarah,Concert
TX09111,Guest,Electronics,Power Bank,3.0,1997.59,5992.7699999999995,Debit Card,Chitwan,2025-01-14 14:00:00,Snowy,Heavy,,Michael,Political Rally
TX09112,Regular,Grocery,Coffee,4.0,1831.22,7324.88,,Bhairahawa,2025-01-14 15:00:00,Sunny,Heavy,Rock,John,None
TX09113,Guest,Personal Care,Deodorant,2.0,844.83,1689.66,Mobile Payment,Chitwan,2025-01-14 16:00:00,Snowy,Heavy,Jazz,John,
TX09114,Guest,Fresh Produce,Banana,2.0,1547.42,3094.84,Mobile Payment,Biratnagar,2025-01-14 17:00:00,Windy,Light,No Music,Sarah,Concert
TX09115,Regular,Snacks,Pretzels,2.0,1274.22,2548.44,Credit Card,Pokhara,2025-01-14 18:00:00,Cloudy,Moderate,Pop,Sarah,None
TX09116,Regular,Household Items,Dish Soap,5.0,449.78,2248.8999999999996,Mobile Payment,Biratnagar,2025-01-14 19:00:00,Snowy,Moderate,Classical,John,Concert
TX09117,Member,Grocery,Sugar,244.0,524.31,127931.63999999998,Debit Card,Chitwan,2025-01-14 20:00:00,Rainy,Moderate,Jazz,Emily,Festival
TX09118,Guest,Grocery,Oil,3.0,1496.13,4488.39,Cash,Kathmandu,2025-01-14 21:00:00,Snowy,Moderate,Classical,John,Political Rally
TX09119,Regular,,Granola Bars,,1842.79,7371.16,Credit Card,Biratnagar,2025-01-14 22:00:00,,Heavy,Jazz,John,Concert
TX09120,Guest,Stationery,Pencil,5.0,831.48,4157.4,Mobile Payment,Bhairahawa,2025-01-14 23:00:00,Rainy,Light,Pop,David,Sports Event
TX09121,Member,,Ginger,1.0,1233.1,1233.1,Credit Card,Chitwan,2025-01-15 00:00:00,,Light,Classical,Emily,Concert
TX09122,,Meat & Seafood,Sausages,4.0,1902.27,,Debit Card,Chitwan,2025-01-15 01:00:00,Windy,Heavy,Jazz,Sarah,Concert
TX09123,Guest,Bakery,Bun,3.0,,2473.02,Debit Card,Biratnagar,,Snowy,Moderate,Classical,David,
TX09124,Regular,,Bucket,1.0,266.68,266.68,Credit Card,Bhairahawa,2025-01-15 03:00:00,,Heavy,Jazz,Michael,Festival
TX09125,Guest,Clothing,Scarf,3.0,621.57,1864.71,Mobile Payment,,2025-01-15 04:00:00,Sunny,Heavy,Jazz,Emily,Political Rally
TX09126,Member,Grocery,Flour,3.0,834.35,2503.05,Cash,Kathmandu,2025-01-15 05:00:00,Rainy,Heavy,Classical,David,
TX09127,Member,Beverages,Iced Tea,,,466.67,Credit Card,Biratnagar,2025-01-15 06:00:00,Rainy,,Rock,Sarah,None
TX09128,Guest,Personal Care,Shampoo,4.0,1910.96,7643.84,Credit Card,Kathmandu,2025-01-15 07:00:00,Sunny,Light,Pop,David,Sports Event
TX09129,Regular,Frozen Foods,Frozen Waffles,4.0,1588.59,6354.36,Debit Card,,2025-01-15 08:00:00,Windy,Moderate,Pop,Michael,Concert
TX09130,Member,Snacks,Granola Bars,5.0,1920.81,9604.05,Credit Card,Chitwan,2025-01-15 09:00:00,Snowy,Heavy,Rock,David,None
TX09131,Member,Stationery,Highlighter,4.0,721.88,2887.52,Cash,Kathmandu,2025-01-15 10:00:00,Cloudy,Light,Pop,Sarah,Concert
TX09132,Member,Bakery,Bagel,5.0,656.23,,Debit Card,Kathmandu,2025-01-15 11:00:00,Rainy,Heavy,Classical,Michael,None
TX09133,Guest,Dairy Products,Paneer,5.0,783.52,3917.6,Mobile Payment,Biratnagar,,Rainy,Light,Jazz,John,Festival
TX09134,Regular,Stationery,Eraser,5.0,994.5,4972.5,Credit Card,Bhairahawa,2025-01-15 13:00:00,Snowy,Moderate,No Music,Sarah,Concert
TX09135,Regular,Snacks,,3.0,470.98,1412.94,Debit Card,Biratnagar,2025-01-15 14:00:00,Rainy,Moderate,Pop,Emily,None
TX09136,Member,Stationery,Pencil,4.0,1805.75,7223.0,Mobile Payment,Bhairahawa,2025-01-15 15:00:00,Sunny,Moderate,Jazz,David,
TX09137,Member,Electronics,Laptop,2.0,1029.1,2058.2,Cash,Kathmandu,2025-01-15 16:00:00,Cloudy,Light,No Music,David,Festival
TX09138,Member,Frozen Foods,Frozen Berries,3.0,1306.98,3920.94,Cash,Chitwan,2025-01-15 17:00:00,Windy,,,Michael,None
TX09139,Guest,Toys & Games,Toy Car,1.0,,1013.25,Debit Card,Pokhara,2025-01-15 18:00:00,Rainy,Heavy,Pop,John,None
TX09140,,Household Items,Towel,4.0,1414.3,5657.2,Mobile Payment,Chitwan,2025-01-15 19:00:00,Rainy,,Pop,David,Concert
TX09141,Guest,Beverages,Milkshake,3.0,1667.51,5002.53,Debit Card,Pokhara,2025-01-15 20:00:00,Windy,Heavy,Rock,John,Political Rally
TX09142,Member,,Scarf,2.0,,3622.68,Credit Card,Chitwan,2025-01-15 21:00:00,,Light,No Music,Sarah,Concert
TX09143,Guest,Bakery,Bun,2.0,1213.03,2426.06,Mobile Payment,Kathmandu,2025-01-15 22:00:00,Windy,Moderate,Pop,John,Concert
TX09144,Guest,Frozen Foods,Frozen Meat,,1250.35,2500.7,Credit Card,Kathmandu,2025-01-15 23:00:00,Cloudy,Moderate,Rock,John,None
TX09145,Regular,Bakery,Muffin,2.0,997.5,1995.0,Cash,Chitwan,2025-01-16 00:00:00,Snowy,Light,Rock,Emily,Concert
TX09146,Member,Fresh Produce,Cabbage,1.0,1804.45,1804.45,Cash,Biratnagar,2025-01-16 01:00:00,Snowy,Moderate,Classical,Emily,Concert
TX09147,Guest,Fresh Produce,Onion,5.0,208.73,1043.6499999999999,Credit Card,Biratnagar,2025-01-16 02:00:00,Windy,Moderate,Classical,John,Concert
TX09148,Guest,Household Items,Laundry Basket,5.0,,1687.75,Debit Card,Pokhara,2025-01-16 03:00:00,Cloudy,Light,Jazz,Sarah,Festival
TX09149,Member,Frozen Foods,Frozen Soup,1.0,1870.11,1870.11,Mobile Payment,Bhairahawa,2025-01-16 04:00:00,Windy,Light,Rock,John,None
TX09150,Guest,Personal Care,Cotton Swabs,1.0,1483.57,1483.57,Cash,Biratnagar,2025-01-16 05:00:00,Sunny,Light,Jazz,,Festival
TX09151,Member,Stationery,Pencil,3.0,320.61,961.83,Mobile Payment,Bhairahawa,,Snowy,,Pop,Sarah,Sports Event
TX09152,Member,Electronics,Smartwatch,1.0,345.43,345.43,Cash,Bhairahawa,2025-01-16 07:00:00,Rainy,Heavy,,Michael,Festival
TX09153,,Sports & Fitness,Dumbbells,5.0,640.67,3203.35,Mobile Payment,Biratnagar,2025-01-16 08:00:00,Windy,Light,Jazz,David,Concert
TX09154,Member,Snacks,Cookies,4.0,411.64,1646.56,Cash,Kathmandu,2025-01-16 09:00:00,Sunny,Light,Rock,David,None
TX09155,,Fresh Produce,Ginger,2.0,774.79,1549.58,Debit Card,Chitwan,2025-01-16 10:00:00,Windy,Heavy,Jazz,John,Political Rally
TX09156,Regular,Snacks,Popcorn,5.0,1372.03,,Mobile Payment,Pokhara,2025-01-16 11:00:00,Windy,Heavy,Classical,John,Sports Event
TX09157,,Frozen Foods,Frozen Berries,3.0,391.9,1175.6999999999998,Debit Card,Kathmandu,2025-01-16 12:00:00,Sunny,Moderate,Pop,Michael,Sports Event
TX09158,Guest,Toys & Games,Puzzle,3.0,272.6,817.8000000000001,Credit Card,Chitwan,2025-01-16 13:00:00,Cloudy,Light,Jazz,John,Sports Event
TX09159,Regular,Personal Care,Soap,4.0,297.29,1189.16,Mobile Payment,Bhairahawa,2025-01-16 14:00:00,Windy,Heavy,Pop,Sarah,Festival
TX09160,Member,Sports & Fitness,Swimming Goggles,3.0,1380.54,4141.62,Credit Card,Chitwan,2025-01-16 15:00:00,Windy,Heavy,Pop,Michael,None
TX09161,Guest,Meat & Seafood,Chicken Breast,2.0,439.8,879.6,,Chitwan,2025-01-16 16:00:00,Rainy,Light,Rock,David,Festival
TX09162,Regular,Grocery,Pasta,3.0,1778.04,5334.12,Cash,Bhairahawa,2025-01-16 17:00:00,Windy,Light,Pop,Michael,Festival
TX09163,Guest,Sports & Fitness,Cricket Bat,5.0,693.95,3469.75,Mobile Payment,Pokhara,2025-01-16 18:00:00,Sunny,Light,Rock,,None
TX09164,Regular,Household Items,,2.0,698.73,1397.46,Cash,Chitwan,2025-01-16 19:00:00,Cloudy,Moderate,Rock,Sarah,Sports Event
TX09165,Guest,,Bluetooth Speaker,4.0,399.02,1596.08,,Chitwan,2025-01-16 20:00:00,,Heavy,Classical,David,
TX09166,Regular,Sports & Fitness,Basketball,5.0,,5675.8,Mobile Payment,Pokhara,2025-01-16 21:00:00,Cloudy,Heavy,Classical,David,Festival
TX09167,Regular,Fresh Produce,Cabbage,2.0,867.09,1734.18,Mobile Payment,Biratnagar,2025-01-16 22:00:00,Snowy,Heavy,Jazz,John,None
TX09168,Regular,Grocery,Pasta,5.0,,3795.5,Debit Card,Pokhara,2025-01-16 23:00:00,Cloudy,Heavy,Jazz,John,None
TX09169,Regular,Beverages,Milkshake,4.0,1469.39,5877.56,Mobile Payment,Chitwan,2025-01-17 00:00:00,Sunny,Heavy,Rock,Michael,None
TX09170,Regular,Electronics,Bluetooth Speaker,4.0,1945.38,7781.52,Debit Card,Pokhara,2025-01-17 01:00:00,Snowy,Moderate,,John,Political Rally
TX09171,Guest,Snacks,Pretzels,3.0,1144.49,3433.4700000000003,Cash,Pokhara,2025-01-17 02:00:00,Sunny,Light,No Music,Emily,None
TX09172,Member,Sports & Fitness,Dumbbells,1.0,1089.6,1089.6,Cash,Pokhara,2025-01-17 03:00:00,Snowy,Heavy,Classical,John,Political Rally
TX09173,Guest,Dairy Products,Paneer,3.0,1387.08,4161.24,Cash,Kathmandu,2025-01-17 04:00:00,Rainy,Moderate,Classical,Michael,Concert
TX09174,Regular,Beverages,Wine,5.0,1732.83,8664.15,Credit Card,Kathmandu,2025-01-17 05:00:00,Snowy,Moderate,Classical,Sarah,None
TX09175,Member,Stationery,Eraser,3.0,901.32,2703.96,Debit Card,Kathmandu,2025-01-17 06:00:00,Cloudy,Moderate,Classical,Emily,None
TX09176,Regular,Personal Care,Shampoo,4.0,1313.53,5254.12,Mobile Payment,Chitwan,2025-01-17 07:00:00,Windy,Light,Jazz,Sarah,Political Rally
TX09177,Guest,Sports & Fitness,,3.0,431.69,1295.07,Credit Card,,2025-01-17 08:00:00,Windy,Heavy,Pop,Sarah,Political Rally
TX09178,Member,,Frozen Meat,4.0,720.68,2882.72,Debit Card,Biratnagar,2025-01-17 09:00:00,,Moderate,Rock,John,None
TX09179,Regular,Beverages,Juice,1.0,1296.25,1296.25,Cash,Kathmandu,2025-01-17 10:00:00,Cloudy,Light,No Music,John,Sports Event
TX09180,Regular,,Energy Drink,3.0,1450.5,4351.5,Debit Card,Biratnagar,2025-01-17 11:00:00,,Heavy,No Music,Michael,None
TX09181,Guest,Fresh Produce,Garlic,4.0,1472.39,5889.56,Mobile Payment,Kathmandu,2025-01-17 12:00:00,Cloudy,Moderate,,Michael,Political Rally
TX09182,Regular,Clothing,Socks,5.0,,,Credit Card,Bhairahawa,2025-01-17 13:00:00,Snowy,Heavy,Rock,Michael,Political Rally
TX09183,,Toys & Games,Doll,2.0,867.97,1735.94,Debit Card,Bhairahawa,2025-01-17 14:00:00,Snowy,Light,No Music,Michael,Concert
TX09184,Member,Stationery,Notebook,2.0,1297.95,,Debit Card,Kathmandu,2025-01-17 15:00:00,Cloudy,Moderate,Jazz,Emily,None
TX09185,Guest,Stationery,Stapler,4.0,909.79,3639.16,Credit Card,Bhairahawa,,Cloudy,Moderate,Jazz,John,Concert
TX09186,Regular,Clothing,Trousers,3.0,1572.49,4717.47,Credit Card,Kathmandu,2025-01-17 17:00:00,Rainy,Moderate,Pop,Emily,Concert
TX09187,Member,Bakery,Cupcake,1.0,688.44,688.44,Credit Card,Biratnagar,2025-01-17 18:00:00,Snowy,Heavy,Pop,Emily,Sports Event
TX09188,Regular,Stationery,Highlighter,1.0,787.91,787.91,Mobile Payment,Bhairahawa,2025-01-17 19:00:00,Rainy,,Jazz,Michael,Sports Event
TX09189,Member,Sports & Fitness,Golf Ball,2.0,1339.1,,Mobile Payment,Pokhara,,Windy,Light,Rock,David,Political Rally
TX09190,Guest,Electronics,Camera,,1315.18,5260.72,Credit Card,Kathmandu,2025-01-17 21:00:00,Snowy,Heavy,Rock,John,Political Rally
TX09191,Regular,Toys & Games,Lego Set,5.0,955.11,4775.55,Mobile Payment,Kathmandu,2025-01-17 22:00:00,Sunny,Heavy,Jazz,John,Festival
TX09192,Guest,Beverages,Iced Tea,4.0,,1686.24,Cash,Bhairahawa,2025-01-17 23:00:00,Cloudy,Moderate,Rock,David,Political Rally
TX09193,Member,Sports & Fitness,Cricket Bat,1.0,1987.83,1987.83,Cash,Pokhara,2025-01-18 00:00:00,Cloudy,,Classical,David,None
TX09194,Member,Stationery,Scissors,4.0,,1312.2,Cash,Pokhara,2025-01-18 01:00:00,Windy,Light,Rock,Michael,Concert
TX09195,Guest,Personal Care,Face Wash,2.0,325.78,651.56,Debit Card,,2025-01-18 02:00:00,Rainy,Heavy,Rock,David,Political Rally
TX09196,Regular,Grocery,Coffee,4.0,1020.84,4083.36,Mobile Payment,Bhairahawa,2025-01-18 03:00:00,Snowy,Moderate,Rock,Emily,Concert
TX09197,Member,Electronics,Camera,2.0,1731.9,3463.8,Mobile Payment,Bhairahawa,2025-01-18 04:00:00,Sunny,Moderate,Rock,Michael,Festival
TX09198,Regular,Toys & Games,Yo-Yo,1.0,1945.08,1945.08,Mobile Payment,Kathmandu,2025-01-18 05:00:00,Snowy,Heavy,Pop,Emily,None
TX09199,Member,Bakery,Cupcake,2.0,569.63,1139.26,,Bhairahawa,2025-01-18 06:00:00,Windy,Moderate,Rock,John,Festival
TX09200,Regular,Snacks,Biscuits,4.0,329.75,1319.0,Credit Card,Bhairahawa,2025-01-18 07:00:00,Cloudy,Light,Pop,Emily,Concert
TX09201,,Beverages,Juice,,574.54,2298.16,Credit Card,Kathmandu,2025-01-18 08:00:00,Rainy,Moderate,,John,Sports Event
TX09202,Regular,Fresh Produce,Potato,5.0,1731.97,8659.85,Cash,Chitwan,2025-01-18 09:00:00,Windy,Heavy,No Music,David,Sports Event
TX09203,,Frozen Foods,Frozen Meat,4.0,1134.3,4537.2,Debit Card,Bhairahawa,2025-01-18 10:00:00,Windy,Heavy,Rock,Michael,Sports Event
TX09204,Regular,Fresh Produce,Banana,3.0,388.68,1166.04,Debit Card,Bhairahawa,2025-01-18 11:00:00,Snowy,Moderate,Jazz,,None
TX09205,Regular,Household Items,Dish Soap,1.0,1630.9,1630.9,Debit Card,Biratnagar,2025-01-18 12:00:00,Windy,Moderate,No Music,Emily,Festival
TX09206,Regular,Meat & Seafood,Sausages,2.0,1631.28,3262.56,Mobile Payment,Chitwan,2025-01-18 13:00:00,Snowy,Light,Rock,David,Festival
TX09207,Guest,Electronics,Power Bank,5.0,514.54,2572.7,Mobile Payment,Pokhara,2025-01-18 14:00:00,Sunny,Heavy,Pop,Michael,Festival
TX09208,Regular,Dairy Products,Buttermilk,5.0,1848.93,9244.65,Debit Card,Biratnagar,2025-01-18 15:00:00,Windy,Moderate,No Music,Michael,None
TX09209,Regular,Clothing,Scarf,4.0,1953.51,7814.04,Mobile Payment,Kathmandu,,Windy,Light,Jazz,Sarah,Sports Event
TX09210,Guest,Grocery,Flour,2.0,1342.06,2684.12,,Chitwan,2025-01-18 17:00:00,Windy,Moderate,No Music,,None
TX09211,Guest,Snacks,Popcorn,2.0,1138.64,2277.28,Mobile Payment,Biratnagar,2025-01-18 18:00:00,Snowy,,Pop,John,None
TX09212,Regular,Snacks,Biscuits,,1221.61,4886.44,Cash,Pokhara,2025-01-18 19:00:00,Sunny,Moderate,No Music,Sarah,Concert
TX09213,Member,Bakery,Baguette,5.0,692.13,3460.65,Debit Card,Pokhara,2025-01-18 20:00:00,Sunny,,Pop,John,Festival
TX09214,Member,Household Items,Towel,1.0,1742.27,1742.27,Credit Card,Kathmandu,2025-01-18 21:00:00,Cloudy,Moderate,Pop,Emily,Political Rally
TX09215,Member,Fresh Produce,Banana,3.0,989.48,2968.44,Credit Card,Kathmandu,2025-01-18 22:00:00,Windy,Heavy,,John,None
TX09216,Member,Frozen Foods,,3.0,1612.59,4837.7699999999995,Mobile Payment,Bhairahawa,2025-01-18 23:00:00,Rainy,Moderate,No Music,David,None
TX09217,Regular,Meat & Seafood,Pork Chops,5.0,1630.05,8150.25,Credit Card,Kathmandu,2025-01-19 00:00:00,Sunny,Light,,David,Concert
TX09218,Regular,Clothing,Socks,2.0,1580.74,3161.48,Debit Card,Pokhara,2025-01-19 01:00:00,Rainy,Moderate,Pop,Sarah,
TX09219,Guest,Clothing,Shirt,5.0,,2286.35,Mobile Payment,Kathmandu,2025-01-19 02:00:00,Cloudy,Light,Rock,John,Festival
TX09220,Guest,Bakery,Muffin,2.0,602.9,1205.8,Credit Card,Pokhara,2025-01-19 03:00:00,Rainy,Light,No Music,Michael,Festival
TX09221,Member,Meat & Seafood,Bacon,2.0,714.74,1429.48,Credit Card,Pokhara,2025-01-19 04:00:00,Sunny,Light,Jazz,Sarah,Political Rally
TX09222,Guest,,Bucket,1.0,499.66,499.66,Cash,Chitwan,2025-01-19 05:00:00,,Heavy,Pop,,None
TX09223,Regular,Electronics,Headphones,1.0,1553.33,1553.33,Cash,Biratnagar,2025-01-19 06:00:00,Windy,Heavy,Rock,Sarah,None
TX09224,Guest,,Donut,3.0,1811.52,5434.5599999999995,Mobile Payment,Kathmandu,2025-01-19 07:00:00,,Moderate,,Emily,Concert
TX09225,Regular,,Salt,1.0,1924.48,1924.48,Credit Card,Pokhara,2025-01-19 08:00:00,,,Jazz,Emily,
TX09226,Member,Beverages,Coffee,317.0,846.99,268495.83,Cash,Biratnagar,2025-01-19 09:00:00,Snowy,Heavy,Jazz,David,Political Rally
TX09227,Regular,Clothing,Dress,3.0,1391.96,4175.88,Mobile Payment,Kathmandu,2025-01-19 10:00:00,Cloudy,Light,Rock,Sarah,Concert
TX09228,Regular,Frozen Foods,Frozen Berries,4.0,1573.06,6292.24,Debit Card,Kathmandu,2025-01-19 11:00:00,Rainy,,No Music,John,Concert
TX09229,Member,Fresh Produce,Carrot,5.0,1275.37,,Credit Card,Kathmandu,2025-01-19 12:00:00,Sunny,Moderate,Rock,Michael,Concert
TX09230,Member,Fresh Produce,Onion,4.0,1890.43,7561.72,Credit Card,Bhairahawa,2025-01-19 13:00:00,Rainy,Heavy,Pop,Sarah,Festival
TX09231,Guest,,Cake,1.0,1500.13,1500.13,Cash,Chitwan,2025-01-19 14:00:00,,Heavy,Pop,David,Concert
TX09232,Guest,Fresh Produce,Spinach,5.0,784.27,3921.35,Mobile Payment,Pokhara,2025-01-19 15:00:00,Windy,Moderate,Rock,John,Sports Event
TX09233,Guest,Meat & Seafood,Chicken Breast,3.0,569.48,1708.44,Credit Card,Chitwan,2025-01-19 16:00:00,Snowy,Moderate,No Music,Sarah,Sports Event
TX09234,Regular,Stationery,Ruler,1.0,1541.99,1541.99,Credit Card,Chitwan,2025-01-19 17:00:00,Rainy,Heavy,Pop,Emily,Festival
TX09235,Member,Stationery,Eraser,1.0,1738.67,1738.67,Mobile Payment,Pokhara,2025-01-19 18:00:00,Snowy,Light,Classical,Sarah,Concert
TX09236,Regular,Meat & Seafood,Beef Steak,3.0,1286.42,3859.26,Mobile Payment,Bhairahawa,2025-01-19 19:00:00,Cloudy,Heavy,Jazz,John,Sports Event
TX09237,Member,Beverages,Iced Tea,4.0,902.15,3608.6,Debit Card,Chitwan,2025-01-19 20:00:00,Windy,,No Music,John,Concert
